region,universe,decay,neutralization,delay,alpha_expr,sharpe,fitness,turnover,weight_concentration,failure_reason
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(ts_rank(close), 8)",0.25,0.05,0.62,0.08,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(ts_rank(close, 10), 5)",1.17,1.17,0.83,0.72,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(ts_rank(close, 10), 10)",-0.17,0.63,0.09,0.29,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(ts_rank(close, 10), 10)",0.0,1.8,0.88,0.42,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(ts_rank(close, 10), 20)",-0.15,1.65,0.77,0.88,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(ts_rank(close, 10), 20)",1.43,0.63,0.23,0.39,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 2)",2.68,0.08,0.84,0.16,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 4)",0.91,0.11,0.28,0.47,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(ts_rank(close, 20), 5)",1.7,0.9,0.27,0.05,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(ts_rank(close, 20), 10)",0.5,0.5,0.44,0.8,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(ts_rank(close, 20), 10)",0.01,1.41,0.84,0.48,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(ts_rank(close, 20), 20)",1.29,0.89,0.12,0.2,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 2)",-0.06,1.74,0.14,0.89,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 8)",0.5,1.5,0.01,0.92,low_sharpe
USA,TOP3000,4,SECTOR,1,rank(rank(close-open)),0.16,1.96,0.26,0.02,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(rank(rank(close-open)), 5)",0.56,1.76,0.79,0.33,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 5)",0.98,1.38,0.16,0.42,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(rank(rank(close-open)), 10)",0.66,0.46,0.8,0.93,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 10)",0.38,1.18,0.46,0.32,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(rank(rank(close-open)), 20)",1.7,0.9,0.1,0.64,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 20)",0.58,1.58,0.32,0.28,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(rank(rank(close-open)), 8)",2.54,1.54,0.82,0.1,high_turnover
USA,TOP3000,4,SECTOR,1,zscore(rank(close-open)),0.15,0.35,0.65,0.43,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(zscore(rank(close-open)), 5)",0.72,1.92,0.81,0.46,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(zscore(rank(close-open)), 10)",-0.11,0.69,0.01,0.0,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(zscore(rank(close-open)), 20)",0.17,0.17,0.31,0.19,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(zscore(rank(close-open)), 20)",1.53,0.33,0.2,0.63,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(rank(close-open)), 2)",2.13,1.73,0.76,0.25,high_turnover
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(rank(close-open)), 4)",2.25,2.05,0.69,0.73,high_turnover
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(rank(close-open)), 8)",2.7,0.7,0.71,0.52,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(rank(close-open), 10), 5)",1.14,1.94,0.66,0.96,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(rank(close-open), 10), 5)",0.79,0.19,0.39,0.11,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(rank(close-open), 10), 10)",0.67,2.07,0.38,0.99,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(rank(close-open), 10), 20)",2.04,0.64,0.57,0.36,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(rank(close-open), 10), 2)",1.12,1.72,0.14,0.54,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(rank(close-open), 10), 4)",0.01,1.01,0.71,0.83,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(rank(close-open), 10), 8)",0.53,0.13,0.83,0.45,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(rank(close-open), 20), 5)",2.31,1.71,0.74,0.38,high_turnover
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 10)",2.22,0.62,0.17,0.2,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 20)",2.24,1.24,0.77,0.9,high_turnover
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 2)",2.6,1.2,0.82,0.28,high_turnover
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 4)",0.18,0.58,0.74,0.61,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 8)",1.12,1.32,0.23,0.48,low_sharpe
USA,TOP3000,4,SECTOR,1,rank(-ts_corr(rank(volume)),1.86,1.26,0.85,0.18,high_turnover
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 5)",0.27,0.47,0.32,0.61,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(rank(-ts_corr(rank(volume)), 10)",2.7,0.9,0.58,0.7,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 10)",0.22,2.02,0.66,0.26,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 20)",2.4,0.4,0.75,0.68,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(rank(-ts_corr(rank(volume)), 2)",2.24,0.84,0.43,0.61,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(rank(-ts_corr(rank(volume)), 4)",2.24,0.84,0.47,0.55,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(rank(-ts_corr(rank(volume)), 8)",0.7,0.3,0.47,0.58,low_sharpe
USA,TOP3000,4,SECTOR,1,zscore(-ts_corr(rank(volume)),0.93,1.53,0.2,0.24,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(zscore(-ts_corr(rank(volume)), 10)",0.3,2.1,0.2,0.85,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(zscore(-ts_corr(rank(volume)), 10)",1.64,0.84,0.34,0.46,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_mean(zscore(-ts_corr(rank(volume)), 20)",0.05,0.25,0.07,0.54,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(zscore(-ts_corr(rank(volume)), 20)",-0.18,1.82,0.08,0.35,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(-ts_corr(rank(volume)), 4)",-0.11,1.69,0.82,0.88,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(-ts_corr(rank(volume)), 8)",2.57,1.97,0.86,0.33,high_turnover
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 10)",1.17,0.57,0.11,0.19,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 10)",0.33,0.53,0.2,0.26,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 20)",1.62,0.62,0.08,0.22,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 2)",1.22,0.22,0.28,0.96,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 8)",1.43,0.63,0.36,0.74,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 5)",2.25,0.85,0.6,0.08,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 10)",2.4,1.8,0.71,0.62,high_turnover
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 10)",1.99,0.59,0.61,0.07,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 4)",2.31,0.31,0.23,0.67,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 8)",0.27,1.07,0.23,0.08,low_sharpe
USA,TOP3000,4,SECTOR,1,rank(rank(ts_std_dev(returns),1.45,0.85,0.79,0.86,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 5)",-0.03,1.17,0.19,0.65,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(ts_std_dev(returns), 5)",0.84,0.04,0.36,0.23,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 10)",-0.01,0.79,0.32,0.01,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(ts_std_dev(returns), 10)",0.66,1.26,0.59,0.1,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 20)",2.45,0.45,0.72,0.97,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(ts_std_dev(returns), 20)",1.18,0.98,0.75,0.02,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(rank(rank(ts_std_dev(returns), 2)",-0.04,0.76,0.4,0.06,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(rank(rank(ts_std_dev(returns), 4)",1.04,0.64,0.77,0.24,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(rank(rank(ts_std_dev(returns), 8)",-0.13,2.07,0.43,0.82,low_sharpe
USA,TOP3000,4,SECTOR,1,zscore(rank(ts_std_dev(returns),0.48,0.28,0.39,0.51,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(zscore(rank(ts_std_dev(returns), 5)",0.57,1.17,0.19,0.51,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(zscore(rank(ts_std_dev(returns), 10)",-0.09,1.51,0.74,0.35,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(zscore(rank(ts_std_dev(returns), 20)",1.81,1.41,0.8,0.11,high_turnover
USA,TOP3000,4,SECTOR,1,"ts_rank(zscore(rank(ts_std_dev(returns), 20)",0.42,0.82,0.08,0.03,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(rank(ts_std_dev(returns), 2)",0.39,1.19,0.17,0.85,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(rank(ts_std_dev(returns), 4)",1.72,1.12,0.78,0.7,high_turnover
USA,TOP3000,4,SECTOR,1,"decay_linear(zscore(rank(ts_std_dev(returns), 8)",2.75,1.35,0.76,0.46,high_turnover
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 5)",-0.01,2.19,0.54,0.71,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 5)",1.87,0.47,0.89,0.35,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 20)",2.46,0.66,0.8,0.86,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 20)",0.68,0.88,0.55,0.87,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 2)",2.48,2.08,0.68,0.39,high_turnover
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 4)",0.76,0.16,0.35,0.58,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 5)",1.71,1.91,0.61,0.81,high_turnover
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 5)",0.92,1.32,0.37,0.71,low_sharpe
USA,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 10)",2.36,0.76,0.02,0.15,low_fitness
USA,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 10)",2.76,0.56,0.08,0.29,low_fitness
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 2)",-0.04,1.96,0.19,0.18,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 4)",0.39,0.39,0.47,0.79,low_sharpe
USA,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 8)",2.59,0.79,0.74,0.75,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,ts_rank(close,2.0,0.0,0.74,0.83,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(close, 5)",1.63,0.43,0.51,0.51,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(close, 10)",-0.1,1.7,0.14,0.3,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(close, 10)",0.15,1.95,0.3,0.72,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(close, 20)",1.64,0.64,0.34,0.16,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(close, 2)",2.18,1.18,0.68,0.49,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(close, 4)",1.11,0.91,0.1,0.9,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(close, 8)",0.4,1.4,0.12,0.09,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,rank(close-open),2.31,0.31,0.61,0.2,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(close-open), 5)",1.01,1.21,0.25,0.83,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(close-open), 5)",1.71,2.11,0.61,0.81,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(close-open), 10)",1.71,0.51,0.4,0.75,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(close-open), 10)",2.25,0.65,0.3,0.32,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(close-open), 20)",1.18,0.98,0.71,0.55,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(close-open), 20)",1.71,1.31,0.87,0.99,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(close-open), 2)",1.84,0.24,0.76,0.64,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(close-open), 4)",0.43,1.83,0.43,0.33,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(close-open), 8)",0.38,1.38,0.46,0.26,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,-ts_corr(rank(volume),0.24,0.84,0.06,0.79,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(-ts_corr(rank(volume), 5)",2.04,0.24,0.06,0.54,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(-ts_corr(rank(volume), 5)",2.06,0.86,0.58,0.78,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(-ts_corr(rank(volume), 10)",0.46,0.46,0.6,0.33,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(-ts_corr(rank(volume), 10)",-0.18,1.82,0.51,0.7,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(-ts_corr(rank(volume), 20)",0.09,0.69,0.85,0.25,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(-ts_corr(rank(volume), 20)",0.04,1.44,0.8,0.72,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(-ts_corr(rank(volume), 2)",0.42,1.62,0.81,0.8,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(-ts_corr(rank(volume), 4)",0.63,1.43,0.2,0.75,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(-ts_corr(rank(volume), 8)",1.54,0.14,0.16,0.69,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,rank(ts_std_dev(returns,-0.14,2.06,0.35,0.29,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_std_dev(returns, 5)",1.07,0.27,0.82,0.42,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 5)",0.72,0.32,0.43,0.58,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_std_dev(returns, 10)",1.11,1.71,0.35,0.54,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 10)",2.27,0.47,0.43,0.96,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_std_dev(returns, 20)",2.05,0.85,0.62,0.42,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 20)",0.66,1.06,0.72,0.93,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_std_dev(returns, 2)",-0.18,1.82,0.3,0.47,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_std_dev(returns, 4)",1.45,0.25,0.32,0.15,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_std_dev(returns, 8)",1.54,2.14,0.67,0.86,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,rank(ts_rank(close),2.66,0.06,0.06,0.22,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_rank(close), 5)",0.53,0.13,0.36,0.51,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_rank(close), 10)",1.19,1.19,0.45,0.25,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(ts_rank(close), 10)",2.79,0.39,0.72,0.52,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(ts_rank(close), 20)",2.49,0.69,0.72,0.21,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_rank(close), 2)",1.9,0.1,0.68,0.47,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(ts_rank(close), 8)",0.04,0.44,0.54,0.01,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,zscore(ts_rank(close),0.3,0.7,0.54,0.61,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(zscore(ts_rank(close), 5)",1.28,1.68,0.64,0.14,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(zscore(ts_rank(close), 10)",0.42,1.22,0.68,0.27,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(zscore(ts_rank(close), 20)",-0.04,0.96,0.62,0.89,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(zscore(ts_rank(close), 20)",1.6,0.6,0.34,0.81,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(zscore(ts_rank(close), 2)",1.12,0.72,0.4,0.01,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(zscore(ts_rank(close), 4)",1.9,1.9,0.72,0.0,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 5)",-0.19,1.81,0.21,0.05,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(ts_rank(close, 10), 10)",2.2,0.6,0.81,0.37,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 10)",2.7,1.5,0.71,0.46,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(ts_rank(close, 10), 20)",0.35,1.35,0.55,0.38,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 20)",1.35,0.15,0.39,0.38,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 2)",0.39,1.19,0.59,0.15,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 4)",0.46,1.86,0.09,0.68,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 8)",2.55,1.75,0.86,0.22,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(ts_rank(close, 20), 5)",1.4,0.0,0.27,0.56,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(ts_rank(close, 20), 5)",0.6,1.8,0.62,0.16,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(ts_rank(close, 20), 20)",0.43,1.43,0.26,0.09,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(ts_rank(close, 20), 20)",1.28,0.08,0.55,0.55,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 2)",1.09,0.89,0.01,0.54,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 4)",0.41,0.01,0.51,0.21,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,rank(rank(close-open)),0.45,2.05,0.47,0.27,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(rank(close-open)), 5)",1.07,1.07,0.13,0.66,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(rank(close-open)), 10)",2.35,0.35,0.75,0.26,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(rank(close-open)), 10)",2.69,0.89,0.15,0.4,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 2)",0.55,0.95,0.66,0.27,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 4)",0.39,1.39,0.29,0.91,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 8)",0.61,1.21,0.63,0.28,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,zscore(rank(close-open)),1.2,0.8,0.54,0.43,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 5)",1.49,0.09,0.45,0.92,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(zscore(rank(close-open)), 5)",1.84,0.84,0.2,0.35,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 10)",0.92,0.12,0.71,0.06,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(zscore(rank(close-open)), 10)",2.28,0.48,0.09,0.73,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 20)",1.58,2.18,0.85,0.81,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 2)",1.55,1.15,0.72,0.04,high_turnover
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 8)",-0.18,0.82,0.13,0.58,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 5)",2.69,0.09,0.45,0.58,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 5)",-0.04,0.36,0.36,0.59,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 10)",0.84,0.64,0.83,0.41,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 10)",0.6,1.4,0.88,0.57,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 20)",0.3,0.7,0.58,0.14,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 20)",0.46,0.06,0.48,0.21,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 2)",0.82,0.42,0.4,0.88,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 4)",0.31,0.11,0.28,0.55,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 8)",1.29,0.89,0.12,0.55,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 10)",0.32,0.32,0.58,0.14,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 20)",0.01,0.41,0.5,0.48,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(close-open), 20), 20)",1.12,1.92,0.18,0.54,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 2)",0.06,2.06,0.72,0.13,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 4)",0.02,2.02,0.88,0.13,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 8)",2.32,0.92,0.27,0.91,low_fitness
USA,TOP3000,8,SUBINDUSTRY,1,rank(-ts_corr(rank(volume)),0.05,2.05,0.85,0.25,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 5)",0.53,0.93,0.79,0.69,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 5)",0.14,1.14,0.69,0.49,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 10)",0.27,0.67,0.45,0.55,low_sharpe
USA,TOP3000,8,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 10)",2.73,0.13,0.84,0.93,low_fitness
